实体ID,实体名称,实体类别
18103,3310,Patient
18104,3311,Patient
18105,3313,Patient
18106,3314,Patient
18107,3315,Patient
18108,3316,Patient
18109,3317,Patient
18110,3318,Patient
18111,3319,Patient
18112,3320,Patient
18113,3321,Patient
18114,3322,Patient
18115,3323,Patient
18116,3324,Patient
18117,3325,Patient
18118,3326,Patient
18119,3327,Patient
18120,3328,Patient
18121,3329,Patient
18122,3330,Patient
18123,3331,Patient
18124,3332,Patient
18125,3333,Patient
18126,3334,Patient
18127,3335,Patient
18128,3336,Patient
18129,3337,Patient
18130,3338,Patient
18131,3339,Patient
18132,3340,Patient
18133,3341,Patient
18134,3343,Patient
18135,3344,Patient
18136,3345,Patient
18137,3346,Patient
18138,3347,Patient
18139,3348,Patient
18140,3349,Patient
18141,3350,Patient
18142,3351,Patient
18143,3352,Patient
18144,3353,Patient
18145,3354,Patient
18146,3355,Patient
18147,3356,Patient
18148,3357,Patient
18149,3358,Patient
18150,3359,Patient
18151,3360,Patient
18152,3361,Patient
18153,3362,Patient
18154,3363,Patient
18155,3364,Patient
18156,3365,Patient
18157,3366,Patient
18158,3367,Patient
18159,3368,Patient
18160,3369,Patient
18161,3370,Patient
18162,3371,Patient
18163,3373,Patient
18164,3374,Patient
18165,3375,Patient
18166,3376,Patient
18167,3377,Patient
18168,3378,Patient
18169,3379,Patient
18170,3380,Patient
18171,3381,Patient
18172,3382,Patient
18173,3383,Patient
18174,3384,Patient
18175,3385,Patient
18176,3386,Patient
18177,3387,Patient
18178,3388,Patient
18179,3389,Patient
18180,3390,Patient
18181,3391,Patient
18182,3392,Patient
18183,3393,Patient
18184,3394,Patient
18185,3395,Patient
18186,3396,Patient
18187,3398,Patient
18188,3399,Patient
18189,3400,Patient
18190,3401,Patient
18191,3402,Patient
18192,3404,Patient
18193,3405,Patient
18194,3406,Patient
18195,3407,Patient
18196,3409,Patient
18197,3410,Patient
18198,3411,Patient
18199,3412,Patient
18200,3413,Patient
18201,3414,Patient
18202,3415,Patient
18203,3416,Patient
18204,3417,Patient
18205,3418,Patient
18206,3419,Patient
18207,3420,Patient
18208,3421,Patient
18209,3422,Patient
18210,3424,Patient
18211,3425,Patient
18212,3426,Patient
18213,3427,Patient
18214,3428,Patient
18215,3429,Patient
18216,3430,Patient
18217,3431,Patient
18218,3432,Patient
18219,3433,Patient
18220,3434,Patient
18221,3435,Patient
18222,3436,Patient
18223,3437,Patient
18224,3438,Patient
18225,3440,Patient
18226,3441,Patient
18227,3442,Patient
18228,3443,Patient
18229,3444,Patient
18230,3445,Patient
18231,3446,Patient
18232,3447,Patient
18233,3448,Patient
18234,3449,Patient
18235,3450,Patient
18236,3451,Patient
18237,3452,Patient
18238,3453,Patient
18239,3454,Patient
18240,3455,Patient
18241,3456,Patient
18242,3457,Patient
18243,3458,Patient
18244,3460,Patient
18245,3461,Patient
18246,3462,Patient
18247,3463,Patient
18248,3464,Patient
18249,3465,Patient
18250,3466,Patient
18251,3467,Patient
18252,3468,Patient
18253,3469,Patient
18254,3470,Patient
18255,3471,Patient
18256,3472,Patient
18257,3474,Patient
18258,3475,Patient
18259,3476,Patient
18260,3477,Patient
18261,3478,Patient
18262,3479,Patient
18263,3480,Patient
18264,3481,Patient
18265,3482,Patient
18266,3485,Patient
18267,3486,Patient
18268,3487,Patient
18269,3488,Patient
18270,3490,Patient
18271,3491,Patient
18272,3492,Patient
18273,3493,Patient
18274,3494,Patient
18275,3495,Patient
18276,3496,Patient
18277,3497,Patient
18278,3498,Patient
18279,3499,Patient
18280,3500,Patient
18281,3501,Patient
18282,3502,Patient
18283,3503,Patient
18284,3504,Patient
18285,3505,Patient
18286,3506,Patient
18287,3510,Patient
18288,3511,Patient
18289,3512,Patient
18290,3513,Patient
18291,3514,Patient
18292,3515,Patient
18293,3516,Patient
18294,3517,Patient
18295,3518,Patient
18296,3519,Patient
18297,3520,Patient
18298,3521,Patient
18299,3522,Patient
18300,3523,Patient
18301,3525,Patient
18302,3526,Patient
18303,3528,Patient
18304,3529,Patient
18305,3530,Patient
18306,3531,Patient
18307,3532,Patient
18308,3533,Patient
18309,3534,Patient
18310,3535,Patient
18311,3536,Patient
18312,3537,Patient
18313,3538,Patient
18314,3539,Patient
18315,3540,Patient
18316,3541,Patient
18317,3542,Patient
18318,3543,Patient
18319,3545,Patient
18320,3546,Patient
18321,3548,Patient
18322,3549,Patient
18323,3550,Patient
18324,3551,Patient
18325,3552,Patient
18326,3553,Patient
18327,3554,Patient
18328,3555,Patient
18329,3557,Patient
18330,3558,Patient
18331,3559,Patient
18332,3560,Patient
18333,3561,Patient
18334,3562,Patient
18335,3563,Patient
18336,3564,Patient
18337,3565,Patient
18338,3567,Patient
18339,3568,Patient
18340,3570,Patient
18341,3571,Patient
18342,3572,Patient
18343,3573,Patient
18344,3574,Patient
18345,3575,Patient
18346,3576,Patient
18347,3577,Patient
18348,3578,Patient
18349,3579,Patient
18350,3580,Patient
18351,3581,Patient
18352,3582,Patient
18353,3583,Patient
18354,3584,Patient
18355,3585,Patient
18356,3586,Patient
18357,3587,Patient
18358,3588,Patient
18359,3589,Patient
18360,3590,Patient
18361,3591,Patient
18362,3592,Patient
18363,3593,Patient
18364,3594,Patient
18365,3595,Patient
18366,3596,Patient
18367,3597,Patient
18368,3598,Patient
18369,3599,Patient
18370,3600,Patient
18371,3601,Patient
18372,3602,Patient
18373,3603,Patient
18374,3604,Patient
18375,3605,Patient
18376,3606,Patient
18377,3607,Patient
18378,3608,Patient
18379,3609,Patient
18380,3610,Patient
18381,3611,Patient
18382,3613,Patient
18383,3614,Patient
18384,3615,Patient
18385,3616,Patient
18386,3617,Patient
18387,3618,Patient
18388,3619,Patient
18389,3620,Patient
18390,3621,Patient
18391,3623,Patient
18392,3624,Patient
18393,3625,Patient
18394,3626,Patient
18395,3627,Patient
18396,3628,Patient
18397,3629,Patient
18398,3630,Patient
18399,3631,Patient
18400,3632,Patient
18401,3633,Patient
18402,3634,Patient
18403,3635,Patient
18404,3636,Patient
18405,3637,Patient
18406,3638,Patient
18407,3639,Patient
18408,3640,Patient
18409,3641,Patient
18410,3642,Patient
18411,3643,Patient
18412,3644,Patient
18413,3645,Patient
18414,3646,Patient
18415,3647,Patient
18416,3648,Patient
18417,3649,Patient
18418,3650,Patient
18419,3651,Patient
18420,3652,Patient
18421,3653,Patient
18422,3654,Patient
18423,3655,Patient
18424,3656,Patient
18425,3657,Patient
18426,3658,Patient
18427,3660,Patient
18428,3661,Patient
18429,3662,Patient
18430,3663,Patient
18431,3664,Patient
18432,3665,Patient
18433,3666,Patient
18434,3667,Patient
18435,3668,Patient
18436,3669,Patient
18437,3670,Patient
18438,3671,Patient
18439,3672,Patient
18440,3673,Patient
18441,3674,Patient
18442,3675,Patient
18443,3676,Patient
18444,3677,Patient
18445,3678,Patient
18446,3679,Patient
18447,3680,Patient
18448,3681,Patient
18449,3682,Patient
18450,3683,Patient
18451,3684,Patient
18452,3685,Patient
18453,3686,Patient
18454,3687,Patient
18455,3688,Patient
18456,3689,Patient
18457,3690,Patient
18458,3691,Patient
18459,3692,Patient
18460,3693,Patient
18461,3694,Patient
18462,3695,Patient
18463,3696,Patient
18464,3697,Patient
18465,3698,Patient
18466,3699,Patient
18467,3700,Patient
18468,3701,Patient
18469,3702,Patient
18470,3703,Patient
18471,3704,Patient
18472,3705,Patient
18473,3706,Patient
18474,3708,Patient
18475,3709,Patient
18476,3710,Patient
18477,3711,Patient
18478,3712,Patient
18479,3713,Patient
18480,3714,Patient
18481,3715,Patient
18482,3716,Patient
18483,3717,Patient
18484,3718,Patient
18485,3719,Patient
18486,3720,Patient
18487,3721,Patient
18488,3722,Patient
18489,3723,Patient
18490,3724,Patient
18491,3725,Patient
18492,3726,Patient
18493,3727,Patient
18494,3728,Patient
18495,3729,Patient
18496,3730,Patient
18497,3731,Patient
18498,3732,Patient
18499,3733,Patient
18500,3734,Patient
18501,3735,Patient
18502,3736,Patient
18503,3737,Patient
18504,3738,Patient
18505,3739,Patient
18506,3740,Patient
18507,3741,Patient
18508,3742,Patient
18509,3743,Patient
18510,3744,Patient
18511,3745,Patient
18512,3746,Patient
18513,3747,Patient
18514,3748,Patient
18515,3749,Patient
18516,3751,Patient
18517,3752,Patient
18518,3753,Patient
18519,3754,Patient
18520,3755,Patient
18521,3756,Patient
18522,3757,Patient
18523,3758,Patient
18524,3759,Patient
18525,3760,Patient
18526,3761,Patient
18527,3762,Patient
18528,3763,Patient
18529,3764,Patient
18530,3765,Patient
18531,3766,Patient
18532,3767,Patient
18533,3768,Patient
18534,3769,Patient
18535,3770,Patient
18536,3771,Patient
18537,3772,Patient
18538,3773,Patient
18539,3774,Patient
18540,3775,Patient
18541,3776,Patient
18542,3778,Patient
18543,3779,Patient
18544,3780,Patient
18545,3781,Patient
18546,3782,Patient
18547,3783,Patient
18548,3784,Patient
18549,3786,Patient
18550,3787,Patient
18551,3788,Patient
18552,3789,Patient
18553,3790,Patient
18554,3791,Patient
18555,3792,Patient
18556,3793,Patient
18557,3794,Patient
18558,3795,Patient
18559,3796,Patient
18560,3797,Patient
18561,3798,Patient
18562,3799,Patient
18563,3800,Patient
18564,3801,Patient
18565,3802,Patient
18566,3803,Patient
18567,3804,Patient
18568,3805,Patient
18569,3806,Patient
18570,3807,Patient
18571,3808,Patient
18572,3809,Patient
18573,3810,Patient
18574,3811,Patient
18575,3812,Patient
18576,3813,Patient
18577,3814,Patient
18578,3815,Patient
18579,3816,Patient
18580,3817,Patient
18581,3818,Patient
18582,3819,Patient
18583,3820,Patient
18584,3821,Patient
18585,3822,Patient
18586,3823,Patient
18587,3824,Patient
18588,3825,Patient
18589,3826,Patient
18590,3827,Patient
18591,3828,Patient
18592,3829,Patient
18593,3830,Patient
18594,3831,Patient
18595,3832,Patient
18596,3833,Patient
18597,3834,Patient
18598,3835,Patient
18599,3836,Patient
18600,3837,Patient
18601,3838,Patient
18602,3839,Patient
18603,3840,Patient
18604,3841,Patient
18605,3842,Patient
18606,3843,Patient
18607,3844,Patient
18608,3845,Patient
18609,3846,Patient
18610,3847,Patient
18611,3848,Patient
18612,3849,Patient
18613,3850,Patient
18614,3851,Patient
18615,3852,Patient
18616,3853,Patient
18617,3854,Patient
18618,3855,Patient
18619,3856,Patient
18620,3857,Patient
18621,3858,Patient
18622,3859,Patient
18623,3860,Patient
18624,3861,Patient
18625,3862,Patient
18626,3863,Patient
18627,3864,Patient
18628,3865,Patient
18629,3866,Patient
18630,3867,Patient
18631,3868,Patient
18632,3869,Patient
18633,3870,Patient
18634,3871,Patient
18635,3872,Patient
18636,3873,Patient
18637,3874,Patient
18638,3875,Patient
18639,3876,Patient
18640,3877,Patient
18641,3878,Patient
18642,3879,Patient
18643,3880,Patient
18644,3881,Patient
18645,3882,Patient
18646,3883,Patient
18647,3884,Patient
18648,3885,Patient
18649,3886,Patient
18650,3887,Patient
18651,3888,Patient
18652,3889,Patient
18653,3890,Patient
18654,3891,Patient
18655,3892,Patient
18656,3893,Patient
18657,3894,Patient
18658,3895,Patient
18659,3896,Patient
18660,3897,Patient
18661,3898,Patient
18662,3899,Patient
18663,3900,Patient
18664,3901,Patient
18665,3902,Patient
18666,3903,Patient
18667,3904,Patient
18668,3905,Patient
18669,3906,Patient
18670,3907,Patient
18671,3908,Patient
18672,3909,Patient
18673,3910,Patient
18674,3911,Patient
18675,3912,Patient
18676,3913,Patient
18677,3914,Patient
18678,3915,Patient
18679,3916,Patient
18680,3918,Patient
18681,3919,Patient
18682,3920,Patient
18683,3921,Patient
18684,3922,Patient
18685,3923,Patient
18686,3924,Patient
18687,3925,Patient
18688,3926,Patient
18689,3928,Patient
18690,3929,Patient
18691,3930,Patient
18692,3931,Patient
18693,3932,Patient
18694,3933,Patient
18695,3934,Patient
18696,3935,Patient
18697,3936,Patient
18698,3937,Patient
18699,3938,Patient
18700,3939,Patient
18701,3940,Patient
18702,3941,Patient
18703,3942,Patient
18704,3943,Patient
18705,3944,Patient
18706,3945,Patient
18707,3946,Patient
18708,3948,Patient
18709,3949,Patient
18710,3950,Patient
18711,3951,Patient
18712,3952,Patient
18713,3953,Patient
18714,3954,Patient
18715,3955,Patient
18716,3956,Patient
18717,3957,Patient
18718,3958,Patient
18719,3960,Patient
18720,3961,Patient
18721,3962,Patient
18722,3963,Patient
18723,3964,Patient
18724,3965,Patient
18725,3966,Patient
18726,3967,Patient
18727,3968,Patient
18728,3969,Patient
18729,3970,Patient
18730,3971,Patient
18731,3972,Patient
18732,3973,Patient
18733,3974,Patient
18734,3975,Patient
18735,3976,Patient
18736,3977,Patient
18737,3978,Patient
18738,3980,Patient
18739,3981,Patient
18740,3982,Patient
18741,3983,Patient
18742,3984,Patient
18743,3985,Patient
18744,3986,Patient
18745,3987,Patient
18746,3988,Patient
18747,3989,Patient
18748,3990,Patient
18749,3991,Patient
18750,3992,Patient
18751,3993,Patient
18752,3994,Patient
18753,3995,Patient
18754,3996,Patient
18755,3997,Patient
18756,3998,Patient
18757,3999,Patient
18758,4000,Patient
18759,4001,Patient
18760,4002,Patient
18761,4003,Patient
18762,4004,Patient
18763,4005,Patient
18764,4006,Patient
18765,4007,Patient
18766,4008,Patient
18767,4009,Patient
18768,4010,Patient
18769,4011,Patient
18770,4012,Patient
18771,4013,Patient
18772,4014,Patient
18773,4015,Patient
18774,4016,Patient
18775,4017,Patient
18776,4018,Patient
18777,4019,Patient
18778,4020,Patient
18779,4021,Patient
18780,4022,Patient
18781,4023,Patient
18782,4024,Patient
18783,4025,Patient
18784,4027,Patient
18785,4028,Patient
18786,4029,Patient
18787,4030,Patient
18788,4031,Patient
18789,4032,Patient
18790,4033,Patient
18791,4034,Patient
18792,4035,Patient
18793,4036,Patient
18794,4037,Patient
18795,4038,Patient
18796,4039,Patient
18797,4040,Patient
18798,4041,Patient
18799,4042,Patient
18800,4043,Patient
18801,4044,Patient
18802,4045,Patient
18803,4046,Patient
18804,4047,Patient
18805,4049,Patient
18806,4051,Patient
18807,4052,Patient
18808,4053,Patient
18809,4054,Patient
18810,4055,Patient
18811,4056,Patient
18812,4057,Patient
18813,4058,Patient
18814,4059,Patient
18815,4060,Patient
18816,4061,Patient
18817,4062,Patient
18818,4063,Patient
18819,4064,Patient
18820,4065,Patient
18821,4066,Patient
18822,4067,Patient
18823,4068,Patient
18824,4069,Patient
18825,4070,Patient
18826,4071,Patient
18827,4072,Patient
18828,4073,Patient
18829,4074,Patient
18830,4075,Patient
18831,4076,Patient
18832,4077,Patient
18833,4078,Patient
18834,4079,Patient
18835,4080,Patient
18836,4081,Patient
18837,4082,Patient
18838,4083,Patient
18839,4084,Patient
18840,4085,Patient
18841,4087,Patient
18842,4089,Patient
18843,4090,Patient
18844,4091,Patient
18845,4092,Patient
18846,4093,Patient
18847,4094,Patient
18848,4095,Patient
18849,4096,Patient
18850,4097,Patient
18851,4098,Patient
18852,4099,Patient
18853,4100,Patient
18854,4101,Patient
18855,4102,Patient
18856,4103,Patient
18857,4104,Patient
18858,4105,Patient
18859,4106,Patient
18860,4107,Patient
18861,4108,Patient
18862,4109,Patient
18863,4110,Patient
18864,4111,Patient
18865,4112,Patient
18866,4114,Patient
18867,4116,Patient
18868,4118,Patient
18869,4119,Patient
18870,4120,Patient
18871,4121,Patient
18872,4122,Patient
18873,4123,Patient
18874,4124,Patient
18875,4125,Patient
18876,4126,Patient
18877,4127,Patient
18878,4128,Patient
18879,4129,Patient
18880,4130,Patient
18881,4131,Patient
18882,4132,Patient
18883,4133,Patient
18884,4134,Patient
18885,4135,Patient
18886,4136,Patient
18887,4137,Patient
18888,4138,Patient
18889,4139,Patient
18890,4140,Patient
18891,4141,Patient
18892,4142,Patient
18893,4143,Patient
18894,4144,Patient
18895,4145,Patient
18896,4146,Patient
18897,4147,Patient
18898,4148,Patient
18899,4149,Patient
18900,4150,Patient
18901,4151,Patient
18902,4152,Patient
18903,4153,Patient
18904,4154,Patient
18905,4155,Patient
18906,4156,Patient
18907,4157,Patient
18908,4158,Patient
18909,4159,Patient
18910,4160,Patient
18911,4161,Patient
18912,4162,Patient
18913,4163,Patient
18914,4164,Patient
18915,4165,Patient
18916,4166,Patient
18917,4167,Patient
18918,4168,Patient
18919,4169,Patient
18920,4170,Patient
18921,4171,Patient
18922,4172,Patient
18923,4173,Patient
18924,4174,Patient
18925,4175,Patient
18926,4176,Patient
18927,4177,Patient
18928,4182,Patient
18929,4183,Patient
18930,4184,Patient
18931,4185,Patient
18932,4186,Patient
18933,4187,Patient
18934,4189,Patient
18935,4191,Patient
18936,4192,Patient
18937,4193,Patient
18938,4194,Patient
18939,4195,Patient
18940,4196,Patient
18941,4197,Patient
18942,4198,Patient
18943,4199,Patient
18944,4200,Patient
18945,4201,Patient
18946,4202,Patient
18947,4203,Patient
18948,4204,Patient
18949,4206,Patient
18950,4207,Patient
18951,4208,Patient
18952,4209,Patient
18953,4211,Patient
18954,4212,Patient
18955,4213,Patient
18956,4214,Patient
18957,4215,Patient
18958,4216,Patient
18959,4217,Patient
18960,4218,Patient
18961,4219,Patient
18962,4220,Patient
18963,4221,Patient
18964,4222,Patient
18965,4223,Patient
18966,4224,Patient
18967,4226,Patient
18968,4227,Patient
18969,4228,Patient
18970,4229,Patient
18971,4230,Patient
18972,4231,Patient
18973,4232,Patient
18974,4233,Patient
18975,4234,Patient
18976,4235,Patient
18977,4236,Patient
18978,4237,Patient
18979,4238,Patient
18980,4239,Patient
18981,4240,Patient
18982,4241,Patient
18983,4242,Patient
18984,4243,Patient
18985,4244,Patient
18986,4245,Patient
18987,4246,Patient
18988,4247,Patient
18989,4248,Patient
18990,4249,Patient
18991,4250,Patient
18992,4251,Patient
18993,4252,Patient
18994,4253,Patient
18995,4254,Patient
18996,4255,Patient
18997,4256,Patient
18998,4257,Patient
18999,4258,Patient
19000,4259,Patient
19001,4261,Patient
19002,4262,Patient
19003,4263,Patient
19004,4264,Patient
19005,4265,Patient
19006,4266,Patient
19007,4267,Patient
19008,4268,Patient
19009,4269,Patient
19010,4270,Patient
19011,4271,Patient
19012,4272,Patient
19013,4273,Patient
19014,4274,Patient
19015,4275,Patient
19016,4276,Patient
19017,4277,Patient
19018,4278,Patient
19019,4279,Patient
19020,4280,Patient
19021,4281,Patient
19022,4282,Patient
19023,4283,Patient
19024,4284,Patient
19025,4285,Patient
19026,4286,Patient
19027,4287,Patient
19028,4288,Patient
19029,4289,Patient
19030,4290,Patient
19031,4291,Patient
19032,4292,Patient
19033,4293,Patient
19034,4294,Patient
19035,4295,Patient
19036,4296,Patient
19037,4297,Patient
19038,4298,Patient
19039,4299,Patient
19040,4301,Patient
19041,4302,Patient
19042,4303,Patient
19043,4304,Patient
19044,4305,Patient
19045,4306,Patient
19046,4307,Patient
19047,4308,Patient
19048,4309,Patient
19049,4310,Patient
19050,4311,Patient
19051,4312,Patient
19052,4313,Patient
19053,4314,Patient
19054,4315,Patient
19055,4316,Patient
19056,4317,Patient
19057,4319,Patient
19058,4320,Patient
19059,4321,Patient
19060,4322,Patient
19061,4323,Patient
19062,4324,Patient
19063,4325,Patient
19064,4326,Patient
19065,4327,Patient
19066,4328,Patient
19067,4329,Patient
19068,4330,Patient
19069,4331,Patient
19070,4332,Patient
19071,4333,Patient
19072,4334,Patient
19073,4335,Patient
